algorithm,image,objective,K,psnr_mean,psnr_std,ssim_mean,ssim_std,uniformity_mean,uniformity_std,time_mean,n_runs
JADE,img1.png,kapur,3,21.746255059726636,0.0,0.7769570066794231,0.0,0.9866244512887766,0.0,0.4177119943546131,30
JADE,img1.png,kapur,5,23.451756211211706,0.13644533433069256,0.8528304774964909,0.0011683383883957232,0.9909648234505639,0.0002800454489891517,0.49355259311851113,30
JADE,img1.png,kapur,7,24.98410658235609,0.30012916685484975,0.8694481026644266,0.00469766767278,0.9936400958710446,0.0004338249470529086,0.5741702681019282,30
JADE,img1.png,kapur,9,25.904886564969328,0.6826284179741884,0.8911341287251816,0.006212343866017474,0.9948073210738394,0.0007878088879845437,0.6513919237457837,30
JADE,img1.png,kapur,11,32.39427789418525,0.3672007573548338,0.9042160462844915,0.006133765959688689,0.9988461749289126,0.00010004611045892357,0.725981134789375,30
JADE,img1.png,kapur,12,32.92599277224086,0.41683914757476803,0.9114292459360052,0.00732429092028576,0.9989782348034433,9.931319201789684e-05,0.7625651292968542,30
JADE,img1.png,otsu,3,23.74932004875676,0.0,0.7603033372778,0.0,0.9915666954161227,0.0,0.39482824997976423,30
JADE,img1.png,otsu,5,27.767370907437176,0.011090886011186577,0.8517044541207213,0.002192024656307115,0.9966581642860634,8.487205202575496e-06,0.45344822915115707,30
JADE,img1.png,otsu,7,30.266126542232726,0.04392730656415393,0.8807701219667734,0.0021608194673091207,0.9981215944732752,1.8861683584637264e-05,0.5154074027358244,30
JADE,img1.png,otsu,9,32.1384782991862,0.07544577402798322,0.9098149972039951,0.002537108333318888,0.9987801115772618,2.1318374137744994e-05,0.5774792277098943,30
JADE,img1.png,otsu,11,33.60207264197507,0.10460102607748126,0.9265956770828068,0.0033581329754533073,0.9991296939422505,2.1010922553125914e-05,0.6362704806805899,30
JADE,img1.png,otsu,12,34.25515864889618,0.10325504661799093,0.9327020920744498,0.00290691653910569,0.9992516203379652,1.7843343529940004e-05,0.6640755166144421,30
JADE,img1.png,tsallis,3,21.834066551190368,0.0,0.7763928770500927,0.0,0.9868906513799277,0.0,0.4207666056153054,30
JADE,img1.png,tsallis,5,23.71214972140667,0.06143370287115108,0.8523527648836987,0.0013251316268096237,0.9914939395401136,0.0001204040441166881,0.4828489790903404,30
JADE,img1.png,tsallis,7,25.30696154363544,0.24383598362686515,0.8716967564576988,0.004271537657947322,0.9941002702768348,0.0003317729733841052,0.5478928276337683,30
JADE,img1.png,tsallis,9,26.22881817971947,0.4542845787772827,0.8933339879188452,0.004835539428838968,0.9952112536977012,0.0005008282882291685,0.6071417556299518,30
JADE,img1.png,tsallis,11,27.283687366519384,0.7527973340643003,0.9114171762750338,0.004564621691515499,0.9962105781208631,0.0006483268742894891,0.6713356890249997,30
JADE,img1.png,tsallis,12,27.984944860135432,1.0553408129606936,0.9181422555188476,0.00571758949128117,0.9967293834822719,0.0008034340815298266,0.7080728556107109,30
JADE,img10.png,kapur,3,19.692869835371383,0.0,0.75756742555797,0.0,0.9785371355465478,0.0,0.41473724857593575,30
JADE,img10.png,kapur,5,20.5487869791614,0.08932880279398567,0.8207979659786461,0.0020762198377906756,0.9823724136980336,0.0003610338151654256,0.4912907902772228,30
JADE,img10.png,kapur,7,29.671798860532174,0.09828097997181669,0.8754011337281973,0.002757989717859933,0.9978447659361436,4.872677696740229e-05,0.5695897846172253,30
JADE,img10.png,kapur,9,31.22303724323615,0.32634399477160153,0.9032774282440611,0.0061944617824640025,0.998488849600437,0.00011314437978995167,0.6466383362266546,30
JADE,img10.png,kapur,11,32.84145324461658,0.2733915859707618,0.9264692437297433,0.0042390789358502405,0.998960591985234,6.617785540242297e-05,0.7271402235763769,30
JADE,img10.png,kapur,12,33.41680009249596,0.2696588354310563,0.9344959914460436,0.004358239232819626,0.9990900900951682,5.681679136618313e-05,0.7609036069518577,30
JADE,img10.png,otsu,3,24.58976862495424,0.0,0.738343798176767,0.0,0.9930533484440256,0.0,0.39421042511239646,30
JADE,img10.png,otsu,5,28.02610391456038,0.008320723304007733,0.840163285877092,0.0004091377777846709,0.9968515363233159,6.002221066506029e-06,0.45307925418019296,30
JADE,img10.png,otsu,7,30.66372925108238,0.034600803451830295,0.8996023855980894,0.0016789854793657912,0.9982864194439055,1.3921610990005442e-05,0.5242463154330229,30
JADE,img10.png,otsu,9,32.2889049413171,0.05687070682053485,0.9216213578385168,0.0031169552362704015,0.9988214012957656,1.5681883498627378e-05,0.575732680503279,30
JADE,img10.png,otsu,11,33.6588608739215,0.07133752002850352,0.9389840680275946,0.00206776766437811,0.9991408972042585,1.4109067377641291e-05,0.6326141486254832,30
JADE,img10.png,otsu,12,34.24545910012103,0.11490437582259269,0.9446376947868128,0.0027837264065657956,0.9992494325028026,1.9872319216855374e-05,0.6611527985349919,30
JADE,img10.png,tsallis,3,19.763495726903297,0.0,0.756180594900711,0.0,0.9788848817242656,0.0,0.41878254163699846,30
JADE,img10.png,tsallis,5,21.506479308786503,0.34693784875021205,0.8193157381852625,0.0009564389098582616,0.9858213521258904,0.001131266389501258,0.48134412917618946,30
JADE,img10.png,tsallis,7,27.95808610485751,0.8234263083585664,0.8875664009205991,0.0045715410149319334,0.9967376816086246,0.0007694298892642093,0.5455919610724475,30
JADE,img10.png,tsallis,9,31.483844661571528,0.40612912227772235,0.9072906104976569,0.007790718344397393,0.9985753183048925,0.00013076384096967193,0.6065710666511829,30
JADE,img10.png,tsallis,11,32.94973177202189,0.29965962698512527,0.929399270498963,0.005306756678124273,0.998985746519034,7.043554272543381e-05,0.6690738222018505,30
JADE,img10.png,tsallis,12,33.52905150426524,0.24687353397509162,0.9363644654786083,0.003913467580241043,0.9991135261067721,5.0501194405384826e-05,0.7030883973697201,30
JADE,img2.png,kapur,3,20.156639190672298,0.0,0.7170726444186467,0.0,0.9807095871633198,0.0,0.41444104596351583,30
JADE,img2.png,kapur,5,24.21039830747056,0.28312251548456546,0.8187749155357966,0.01604727184381688,0.9924017271897168,0.0004864140960322282,0.49065035552096864,30
JADE,img2.png,kapur,7,25.534249504001913,0.5197647857454775,0.8678212015134702,0.011165999134233266,0.9943711273455408,0.0006737200356666207,0.5673085055702055,30
JADE,img2.png,kapur,9,31.335172174779114,0.6630725632211052,0.873892756725118,0.014417480968898328,0.9985156176615988,0.00021333555140162796,0.6458150928995262,30
JADE,img2.png,kapur,11,33.2589005698551,0.6131669442216675,0.9110734767879466,0.013737823793733114,0.9990479376847018,0.0001516869945438007,0.7194994848531981,30
JADE,img2.png,kapur,12,34.05648342198933,0.6624935683276711,0.9217732489229536,0.011977636657555463,0.9992068268016099,0.00013110122993406265,0.7566928415869673,30
JADE,img2.png,otsu,3,26.146038230308083,0.0,0.7455043048539822,0.0,0.9951465482414008,0.0,0.39335796390660105,30
JADE,img2.png,otsu,5,30.113035392442043,0.005834725541395754,0.8710700123265503,0.0013999257324678706,0.9980545014789166,2.6717911121022444e-06,0.4522626445706313,30
JADE,img2.png,otsu,7,32.6369333345189,0.029600788270990053,0.9131480413583514,0.002300651365145269,0.9989131332261698,7.452339296867686e-06,0.5160824055783451,30
JADE,img2.png,otsu,9,34.537067551208224,0.08984109486741591,0.938333905637534,0.001924128519412844,0.9992987406071514,1.480650268506039e-05,0.5769419415465866,30
JADE,img2.png,otsu,11,35.94270697373351,0.09742064528580983,0.9525377867508816,0.002294244949506755,0.9994932499841321,1.1440566100516323e-05,0.6347393307602033,30
JADE,img2.png,otsu,12,36.62222929352349,0.11047727920597043,0.956928217990954,0.0018858591788510756,0.9995671365463312,1.0790141078082818e-05,0.6613638764092078,30
JADE,img2.png,tsallis,3,21.008476395761747,0.0,0.7269071120605378,0.0,0.9841474181646366,0.0,0.4170035556346799,30
JADE,img2.png,tsallis,5,24.495789647458558,0.10511700838630482,0.8391086381074319,0.003740881549691616,0.9928971395938292,0.00017143349326902824,0.4797825209563598,30
JADE,img2.png,tsallis,7,25.299151924541604,0.3043471616967533,0.8712664890638806,0.005491798582368733,0.9940850640353631,0.00041476653308886174,0.5495345569758986,30
JADE,img2.png,tsallis,9,26.38852748152154,0.36220771191908263,0.9050591114730854,0.007303230573264328,0.9953930864392585,0.00039503870554438724,0.605736704193987,30
JADE,img2.png,tsallis,11,27.105659574136745,0.5946153320173805,0.9216109113330275,0.006851833733456543,0.9960745254538083,0.0004904159916346299,0.6706414929047848,30
JADE,img2.png,tsallis,12,27.40325968095242,0.6974374502285323,0.9296246196304635,0.00578164157406667,0.9963219056218419,0.0005693349139010424,0.6986178999456266,30
JADE,img3.png,kapur,3,21.45681287156193,0.0,0.7358662441844828,0.0,0.9857028900043616,0.0,0.41911343615502117,30
JADE,img3.png,kapur,5,22.996653951295762,0.10395813777277954,0.8280121542064616,0.0029366892154457595,0.989967497956632,0.00023962718471488826,0.4990044972393662,30
JADE,img3.png,kapur,7,24.176502398169376,0.18006145382125213,0.8718045054904663,0.003646223342227394,0.9923506807800434,0.0003186656921690725,0.5761428598702575,30
JADE,img3.png,kapur,9,25.178883257985532,0.509109063926195,0.8936353077291829,0.0054313934595976434,0.9938932809041401,0.0006994372958082904,0.6505290403884525,30
JADE,img3.png,kapur,11,26.73856763475238,1.6458641369892233,0.908996751589741,0.006786331376575957,0.9955371378658929,0.0011498418920304941,0.7276911402819678,30
JADE,img3.png,kapur,12,31.022206775751663,2.8638541160630213,0.928987454747492,0.012598762849157953,0.9979977410090463,0.0015534676969724088,0.7671452986697356,30
JADE,img3.png,otsu,3,23.50230946381145,0.0,0.6830653842740324,0.0,0.9910761564657592,0.0,0.39411276124883443,30
JADE,img3.png,otsu,5,27.472061912350643,0.006802344977336544,0.8337073375397341,0.0009115686359600104,0.9964230472592377,5.3511263457487505e-06,0.4526745109586045,30
JADE,img3.png,otsu,7,29.931862995866506,0.039537462698538986,0.8958339569710729,0.0020256706164072957,0.9979709847739939,1.844944492852082e-05,0.5147099750116467,30
JADE,img3.png,otsu,9,31.740637111257094,0.08789118251877719,0.92689482122815,0.003309987809838161,0.9986625128356905,2.7138071421535712e-05,0.5751968138463174,30
JADE,img3.png,otsu,11,33.26689389432871,0.12014288246688283,0.9431351030515832,0.002189887587959877,0.9990594517142195,2.6054186043325285e-05,0.63515276107161,30
JADE,img3.png,otsu,12,33.94093841493149,0.11334022381337452,0.9511634647967713,0.0022752032663598903,0.9991950766620897,2.1018203217454736e-05,0.6678013902079935,30
JADE,img3.png,tsallis,3,21.45681287156193,0.0,0.7358662441844828,0.0,0.9857028900043616,0.0,0.41982793890250225,30
JADE,img3.png,tsallis,5,23.217181212186347,0.07137049993214907,0.8316248928363649,0.004000717114409512,0.9904665507329609,0.00015719610761998672,0.48136200979351995,30
JADE,img3.png,tsallis,7,24.575934259337615,0.2827077829933202,0.8710308552261807,0.002616517440372908,0.9930147598749187,0.00046017381660968474,0.5453901194191227,30
JADE,img3.png,tsallis,9,25.85282328190697,0.5150287970133373,0.8936732360347666,0.004016490553307134,0.9947705901831179,0.0006135963100604425,0.6089280431081231,30
JADE,img3.png,tsallis,11,27.128732573781566,0.6998706861816508,0.9101636330609952,0.004608539235871741,0.9960808324001204,0.0006119280688772858,0.6709772723959759,30
JADE,img3.png,tsallis,12,27.883556104296037,1.087938394013199,0.9182451887988469,0.007296676588471282,0.9966506219757463,0.0007904257057665861,0.7090260902574906,30
JADE,img4.png,kapur,3,19.26939476454664,0.0,0.8086581840117979,0.0,0.9763385243052295,0.0,0.41601481387236466,30
JADE,img4.png,kapur,5,20.956958770838604,0.17100149449572513,0.8443858994744965,0.0016292753706743587,0.9839452966269653,0.0006332865240920048,0.49386373482023677,30
JADE,img4.png,kapur,7,28.717591401241457,1.1556831422215683,0.900163062041114,0.005679397773556963,0.9971689696871254,0.0014570563260662408,0.5737845514590542,30
JADE,img4.png,kapur,9,31.05621806251453,0.30880204098407904,0.9195497580539749,0.0036674746630582606,0.9984303915139223,0.00011270340218890322,0.6538534694273646,30
JADE,img4.png,kapur,11,32.569686508775284,0.324326754209504,0.9341259015607684,0.0035789982465918783,0.9988924535154489,8.378827191001296e-05,0.7290800679630289,30
JADE,img4.png,kapur,12,33.083107334832874,0.3776904904526996,0.9386996520224499,0.003510807264798634,0.9990154699184534,8.706420591702161e-05,0.7673332945754131,30
JADE,img4.png,otsu,3,24.475529598868032,0.0,0.8085634343921541,0.0,0.9928678769311158,0.0,0.39687293192837386,30
JADE,img4.png,otsu,5,27.874046377178193,0.007372557805313212,0.8834658407558277,0.0010349591799194032,0.9967395687745069,5.879122339362848e-06,0.45400536799958596,30
JADE,img4.png,otsu,7,30.337274848906805,0.02945232255205239,0.914270030733735,0.001333769254907925,0.998151570162327,1.2468947460149475e-05,0.5139853915665299,30
JADE,img4.png,otsu,9,32.2337524450695,0.07855120939535201,0.930132989049533,0.0014438504231496974,0.9988067605804197,2.1838980682145774e-05,0.5750053290898601,30
JADE,img4.png,otsu,11,33.841608231140775,0.09363230505484224,0.9438840227348891,0.0018034076860554092,0.9991770779900383,1.7611865955401022e-05,0.6357347208463277,30
JADE,img4.png,otsu,12,34.48591238703918,0.08403840086772398,0.9485858983318839,0.002331808039120789,0.9992908215703461,1.3770385960451504e-05,0.6648674930057799,30
JADE,img4.png,tsallis,3,19.559626200773913,0.0,0.8107628826067151,0.0,0.9778683028529644,0.0,0.4210190764783571,30
JADE,img4.png,tsallis,5,21.544416677633592,0.21291476067459147,0.8503761037270319,0.0049225136060677644,0.9859714150813225,0.0006817899067232603,0.48124473611048113,30
JADE,img4.png,tsallis,7,23.80203252131614,0.5584752000013924,0.8793494737742482,0.003504930958468182,0.9916026842904809,0.0010722757741164263,0.5449324333419402,30
JADE,img4.png,tsallis,9,27.293973644755464,1.3624756433201741,0.9128647634472018,0.00789083177583884,0.9960990037811802,0.0011604629944279923,0.6076489861123264,30
JADE,img4.png,tsallis,11,30.1994898477418,0.2774715482814884,0.9357056503640445,0.0029108781879772596,0.9980886048301837,0.00012597156801444844,0.6707777028049653,30
JADE,img4.png,tsallis,12,30.56228928242944,0.23762460606540817,0.9403690412895095,0.003075277443449192,0.9982431454233587,0.00010146178035615695,0.7026585750281811,30
JADE,img5.png,kapur,3,16.560206441453342,0.0,0.7285933377501038,0.0,0.9558457225522148,0.0,0.41116767493852724,30
JADE,img5.png,kapur,5,17.841428336388915,0.08707292519366425,0.7781583801703016,0.002920839887896229,0.9671197563431245,0.0006633204272041686,0.4896324778363729,30
JADE,img5.png,kapur,7,18.439132242226044,0.17329877793672968,0.8048175211298021,0.002604988022829526,0.9713310040995077,0.0011436867750889278,0.5670676693242664,30
JADE,img5.png,kapur,9,19.180741707113548,0.3833555926069862,0.8195290676627849,0.004520825043855826,0.9757601427393827,0.0021199540075511948,0.6418753207894042,30
JADE,img5.png,kapur,11,19.462791845771687,0.5662535285774869,0.8289578798929021,0.0065791538911395804,0.977191961549874,0.0027763951253693573,0.720162476420713,30
JADE,img5.png,kapur,12,19.74747720076304,0.5290181308510048,0.8345901674086055,0.006466144672570405,0.9786523467269993,0.0026255024991622116,0.7571113918054228,30
JADE,img5.png,otsu,3,26.69087177366537,0.0,0.798074375438723,0.0,0.9957193829172358,0.0,0.3949548764387146,30
JADE,img5.png,otsu,5,30.29209069160463,0.009067467111093916,0.891533077883275,0.0008676364080297781,0.9981327563718607,3.6001030625031163e-06,0.45240271798490234,30
JADE,img5.png,otsu,7,32.6721699443065,0.022614136727710028,0.912707125282696,0.0018201191390703978,0.9989216328389443,5.440668451952896e-06,0.5115383945560704,30
JADE,img5.png,otsu,9,35.01780591761494,0.050935167257782306,0.9400687704138264,0.0023571799951672364,0.9993723876047108,7.378396052300141e-06,0.5694007084627325,30
JADE,img5.png,otsu,11,36.79184530366494,0.10896870895414852,0.9553603184087837,0.0026443378432336084,0.9995835040236515,1.0220149152323586e-05,0.6314644514505441,30
JADE,img5.png,otsu,12,37.58576665218306,0.11112116119522335,0.9614395987271883,0.002186807765679599,0.9996533907431936,8.74067876988542e-06,0.6598384930441777,30
JADE,img5.png,tsallis,3,16.71261257113669,0.03372362188671067,0.7269920869983705,0.00025372861739578494,0.9573661392687054,0.000335068226832574,0.4190530971468736,30
JADE,img5.png,tsallis,5,17.93116716908288,0.11630120990258727,0.7792792892808076,0.002468366868518161,0.9677872315736743,0.0008698567571053102,0.48188131940551104,30
JADE,img5.png,tsallis,7,18.559022839541782,0.18228861792579448,0.8032804912436661,0.002846591572115274,0.9721098754036089,0.0011566432579088208,0.5419020345900207,30
JADE,img5.png,tsallis,9,19.29141992115926,0.3573786076612379,0.8193331912050315,0.0045573700070290594,0.9763809587973704,0.0019397552690699142,0.6039697249652818,30
JADE,img5.png,tsallis,11,19.612554599514905,0.5273290187687456,0.8301051051069348,0.005254474581092284,0.9779806395606611,0.0026717292030222447,0.7126300444127992,30
JADE,img5.png,tsallis,12,19.96918667121575,0.49274805238601815,0.8365768340537194,0.0051065233754410124,0.9797318803343368,0.00239227108428765,0.7194974389082441,30
JADE,img6.png,kapur,3,19.072153830608308,0.0,0.7179796831836049,0.0,0.9752404613245708,0.0,0.4163139638801415,30
JADE,img6.png,kapur,5,21.177748882722632,0.1355207272725753,0.7546175425562434,0.001234276976944084,0.9847467207888883,0.00047665838814415714,0.4933798791840672,30
JADE,img6.png,kapur,7,22.642493018259533,0.5060576143328238,0.8022972729951169,0.012897498454465951,0.9890480876596895,0.001257877164085169,0.5723643235008543,30
