algorithm,objective,K,psnr_mean,psnr_std,ssim_mean,ssim_std,uniformity_mean,uniformity_std,time_mean,time_std,n_runs
LSHADE,tsallis,7,24.91704402995994,2.8480490243973198,0.8600348908722072,0.024670117436748733,0.9917755641030427,0.007060164470655829,0.8833772684688059,0.01080477906545416,300
LSHADE,tsallis,9,26.851178523955195,3.1013236921352885,0.8890786916315218,0.024149957248091457,0.9943572548644177,0.005916443396461271,0.9886210756842047,0.00726648889485456,300
LSHADE,tsallis,11,28.278876437619243,3.591164152104001,0.9084544738106837,0.028438902503422604,0.9954210844615492,0.005797241944581269,1.0940050038990254,0.008134813412395019,300
LSHADE,tsallis,12,28.940962272064056,3.7467383621697112,0.9162578788762937,0.02781307201623455,0.9959110540603939,0.005480902425095067,1.1560391943358506,0.097449173449555,300
SHADE,kapur,3,19.482050217351762,1.6352236946445784,0.7332900122390223,0.04526416765363906,0.9757414797258015,0.009867909694372949,0.6232647756696679,0.12260287490022585,300
SHADE,kapur,5,22.637193945120945,2.5213259031525808,0.8103416530693754,0.03426472494913694,0.9871592303603042,0.00770752827064267,0.7591093947156332,0.17352209526308204,300
SHADE,kapur,7,25.87615486469179,3.6129616188750546,0.8535655122983968,0.03281997455461632,0.9925002001287485,0.007531408879980534,0.8582288700039499,0.15506932886180397,300
SHADE,kapur,9,29.30685954576096,3.8696813819165095,0.8809393230333753,0.025249866502680574,0.9957403347715812,0.006652481052851992,0.9782853674935177,0.17575359633487164,300
SHADE,kapur,11,31.028010806525188,4.227290707323884,0.9046877494599039,0.027451113566071005,0.9966027395824661,0.006261715251782732,1.1003818386048079,0.2027337484340298,300
SHADE,kapur,12,32.44571604089947,3.6081025536380076,0.9165998641291274,0.02589653906621862,0.9976406594237849,0.005238153292157848,1.1587490580556914,0.21193382373920772,300
SHADE,otsu,3,24.53485282583042,1.179848784039072,0.7466723151136403,0.03453446010849541,0.9927138431702652,0.001838592749952658,0.5532233389955945,0.12050187598878027,300
SHADE,otsu,5,28.323936198700817,1.1239546556721645,0.8452725437681657,0.02805038522814199,0.9969681210755496,0.0007042577242325199,0.6518697893316857,0.13645153598661322,300
SHADE,otsu,7,30.922329105271334,1.1338028238659528,0.8921866641569267,0.017668292931150506,0.9983338097499869,0.0003962807688518812,0.7676928388746456,0.1428745848555103,300
SHADE,otsu,9,33.00183445244292,1.1966118425249903,0.921454403233415,0.015068662036161858,0.9989646683084416,0.00025176953522166494,0.8628928136080504,0.15729722106870922,300
SHADE,otsu,11,34.643180328806466,1.2186231982640414,0.9394935794941894,0.012819953561779847,0.9992904977335703,0.00017242620036404373,0.966119944723323,0.17899052739529528,300
SHADE,otsu,12,35.371835634800476,1.229966940863029,0.9466641809569196,0.011169733370634418,0.9994006065435478,0.00014688522820607703,1.0095068841668156,0.18146065220719537,300
SHADE,tsallis,3,19.96722265625002,1.512039286005979,0.7378443216666973,0.03837122610435603,0.978493493424994,0.008505125437838159,0.6236139845654058,0.11403601559962838,300
SHADE,tsallis,5,22.27505474399679,1.9052342117059915,0.8150051696373957,0.03105737524357316,0.9868052248534478,0.007115046576013051,0.7203559545287862,0.12983015058230193,300
SHADE,tsallis,7,24.922038777222244,2.8557878113305817,0.8602753551213188,0.024695032763806725,0.991778243410049,0.007062392206334142,0.8817007799966571,0.39753095989724363,300
SHADE,tsallis,9,26.846163634923233,3.09982814420841,0.8889989147662701,0.02420193235130813,0.9943488318830187,0.005935425998446946,0.9371149882138706,0.2249672229599579,300
SHADE,tsallis,11,28.246262082558285,3.5472681123936747,0.9086205902737282,0.02844428704117108,0.9954152092664083,0.005791849872466404,1.0162513195001521,0.1862923270869113,300
SHADE,tsallis,12,28.85301566865892,3.7244555024505517,0.9161790020560492,0.028117727267599032,0.9958376009576767,0.005551085438242665,1.063456403450109,0.19254236313568324,300
StandardDE,kapur,3,19.48394390704922,1.6349869481571406,0.7333369379320474,0.04527512181702077,0.9757517611156241,0.009868571079522109,0.3374481494422071,0.0034175499636732126,300
StandardDE,kapur,5,22.46605665897432,2.4901577578455747,0.8098921250263442,0.03440772753594007,0.9867001824380268,0.007913053460820212,0.4166844579406703,0.017232008311925402,300
StandardDE,kapur,7,25.5902060461579,3.4434853950472273,0.8480950792320421,0.03370771424623296,0.9922006966970631,0.007689420571953738,0.49023990500019865,0.006712439282285196,300
StandardDE,kapur,9,28.721477492188072,3.6375237808567253,0.8727229199222247,0.029264262076101298,0.9954626957265136,0.0067833035398032595,0.5662087950017303,0.010990935263064768,300
StandardDE,kapur,11,30.17158753087777,3.805434174909857,0.8918976647751583,0.029994539441898487,0.9964082161812629,0.0061428370494119875,0.6407366313971579,0.014912395394881837,300
